3.023744810093376e-09	2.4536740639291565e-08	0.00536406459286809	6.982671152400144e-08	4.867394487462207e-09	6.904990801359645e-09	1.2337354249325472e-08	1.4972331913772757e-13	4.2263054167435143e-11	2.177616655453012e-18	1.0806658679030079e-08	1.576733964212649e-17	3.952425515763025e-07	4.632812146063148e-13	4.0569725356931485e-10	2.698996013350552e-06
1.5457762955180303e-18	1.565945967740845e-05	0.9968326687812805	0.0006455560214817524	2.0822106261420004e-09	4.017018679895547e-17	1.1392940627366621e-12	1.838485037864853e-19	3.2878968644900475e-12	2.6180972891130042e-23	4.669748369506729e-19	1.6355030953266224e-16	6.130238750804756e-20	1.0235220196342862e-13	5.679312882066363e-14	0.0007809414528310299
6.78325583914989e-19	1.416252981556454e-08	0.001073970110155642	1.9161595332661818e-07	1.0221482688033134e-10	7.562893547028815e-16	4.0002882598219255e-14	9.690769946277217e-18	4.891246912705483e-13	6.85978979474817e-18	2.5473009864092865e-14	8.469227667967083e-17	1.6518097865066355e-18	1.2027296950804615e-14	3.8131919801907225e-15	8.110712224151939e-05
8.549945606501232e-20	6.5940862728377896e-15	9.703843284469826e-11	3.7837552154011806e-19	7.431992545964543e-16	1.7327959609726253e-22	2.24573289440161e-16	2.214860908435261e-21	3.9986612789368395e-15	2.2092580522549213e-21	4.929820267963016e-15	2.4982098501194533e-20	9.496433289924396e-21	4.0953473793604867e-14	3.420425178625213e-19	1.296737117684188e-08
6.252177248144974e-11	4.975809667724304e-14	1.2784323330050727e-14	8.438498503780779e-16	1.2265871403695314e-14	1.3119433998899823e-18	2.630199296275765e-16	8.84589527867719e-17	2.024916116673183e-15	2.146410274227714e-17	5.749526153569703e-14	6.527482060491934e-17	1.0540479649993739e-17	8.876563085914377e-15	1.2511318258403561e-15	2.6389918161839887e-07
8.792768611219236e-18	1.3829469810090973e-19	1.6200417000145772e-16	6.4718312242529115e-21	2.6010315926599712e-18	3.009651370635654e-18	5.31823243054689e-18	1.2242413621865458e-20	4.650520576847449e-16	7.258957715906333e-20	1.151207507871444e-16	1.001333926250235e-19	4.616561586697758e-18	2.415247515874519e-11	2.0173801902729147e-18	1.190011739322927e-12
2.3707175545589765e-13	4.1512869677973996e-18	2.4110727303572332e-11	3.445031682198346e-18	1.2037125582311375e-13	1.674819781287678e-14	3.627624425622724e-15	9.361469542943203e-16	3.942228132342495e-15	2.36933511843851e-16	5.123538185307732e-17	5.135886006619679e-17	1.3886041209171358e-18	4.0546998267623757e-13	9.145290111575521e-20	9.552626245579177e-09
5.209353680589172e-22	9.593756258870088e-22	4.134334198928146e-16	2.070679030205492e-19	2.2324935047382294e-16	6.238503949236635e-18	8.497843643768665e-15	3.1810799513951116e-19	1.1868670324680334e-17	7.887768397600868e-19	7.813408479447531e-19	3.4512158912529455e-17	8.434712889075768e-13	4.356845677825792e-15	2.2379486298526076e-14	1.0429049290827663e-10
4.5906681234164637e-10	1.4335576648966363e-18	2.3510663901826767e-13	1.4139737709836524e-17	1.0784942715638419e-14	1.3006394192997123e-14	1.435376738461217e-15	1.1886035360366884e-15	7.1457234677589675e-16	2.691382815396548e-15	1.816335100444759e-15	1.1150019845135653e-15	5.74784276029033e-16	7.326920103620238e-13	1.415002136138345e-20	1.4971712758438116e-08
9.887302540418809e-24	5.91191698931135e-22	6.328936581227943e-20	3.5595532579620956e-21	4.6952707041896254e-20	1.1225965360989775e-19	7.610435521124729e-18	1.9476752838570172e-13	4.892333554332856e-15	2.0662454713691786e-18	1.0706479512635411e-15	5.090705753113793e-19	7.162305667985604e-19	9.843166592134883e-15	1.3607082199008515e-17	1.3403358555420103e-13
3.130524419248104e-05	2.460328894601147e-23	2.176238552700164e-14	2.4757199750718123e-17	1.0596898013216175e-14	2.937389492708481e-17	1.27693724044383e-16	4.661357410495502e-15	9.037521792265796e-16	5.146731337066984e-17	9.803856640085758e-15	2.3507902320308834e-15	9.869960428013354e-18	1.115005874088859e-12	2.2679542214376755e-15	5.9702118804239035e-09
