1.3398428109212546e-06	7.204933808679925e-06	3.7519638727262e-18	3.977763864820849e-12	2.9057317572665516e-29	1.0907970767142366e-18	4.0705155656227265e-24	1.2007157175060394e-24	6.455615484484951e-26	4.692924088103072e-28	1.6854240037557168e-25	1.571510122459087e-24	5.562046045440737e-21	1.1320803814092195e-24	3.216475141787356e-10	5.772059432252331e-15
7.325686510739615e-07	1.005028944114461e-15	5.496351379272468e-26	8.896918922145788e-19	2.7619445961428956e-28	3.9745238538414435e-39	0.0	1.0310779344070996e-31	4.653957633466059e-26	6.053234608182263e-33	3.901210619891408e-36	0.0	0.0	4.7715086288242576e-33	0.0	1.700584990542249e-21
1.8264704522152897e-06	1.043909023323737e-23	7.210975956903458e-24	1.3944410253182463e-36	0.0	1.545024936664297e-29	4.00704930729794e-35	3.2704759581579167e-32	2.697604562737383e-35	9.297892155355513e-34	0.0	0.0	1.4315740502744958e-33	3.114063915766175e-31	1.5001561374897943e-26	1.8382204796555644e-17
2.6719156689280392e-15	2.1072761098038456e-29	5.113154996205601e-23	5.71091602842005e-35	3.581508375610775e-29	5.638889960013177e-29	4.277460475459143e-34	9.997213569109326e-39	2.9965655499441823e-35	1.5976907323156004e-30	1.5991608713784224e-29	7.431985156573171e-33	1.1809106761425714e-31	2.227314807546107e-37	4.248880436795592e-37	5.193413975548722e-32
6.298608234666411e-29	3.729460437469147e-33	1.7186004119414016e-25	7.523700374418661e-39	1.6132521438059601e-38	2.555837349358477e-25	1.3221094065476645e-37	1.9423888213213476e-28	1.2014817097325263e-30	4.896515511740066e-30	1.2522389680538573e-31	2.624678434685521e-37	4.9978828513472175e-34	0.0	0.0	0.0
2.348141644790832e-19	6.112276919959376e-29	4.842682760528905e-30	1.7457163289128614e-34	2.400593220996475e-25	1.8185176574562114e-24	2.8592656880926714e-28	1.0957718048512146e-27	1.0303220055280613e-18	2.514674298600953e-20	6.071384371673931e-27	2.106314373884464e-34	7.053424609791252e-39	0.0	4.647665332501497e-31	0.0
3.0858237449086714e-17	0.0	2.7359385233625917e-28	0.0	9.443262120849473e-35	1.1402093642370447e-27	2.5081481962252192e-29	5.393908289657222e-19	3.50143213034837e-11	3.575424614155054e-07	9.334724477633649e-16	1.1914940044313297e-32	0.0	0.0	4.395575490832062e-30	0.0
2.3416999716870824e-35	7.313596185776573e-29	5.785473831416626e-26	1.8770531243789153e-31	1.9660394573293835e-31	1.2706649606050728e-22	6.145954915413847e-26	5.191814758328823e-15	3.7030360545031726e-05	0.7641279697418213	6.010249080645735e-07	2.375992231592328e-27	8.318038896602565e-24	3.8766269570981075e-37	2.3894627634023558e-27	0.0
5.298448751836459e-18	2.9374058766572588e-36	1.7212483691700797e-28	1.729739148023701e-36	2.585862861829371e-35	5.821774295433852e-21	3.7589193244832047e-29	3.257356876773912e-22	4.1818484439182235e-12	1.720513296277204e-07	1.0152394480655857e-09	2.1785301395868036e-26	1.724657851978425e-30	0.0	1.3469559535140192e-31	0.0
5.167897446207026e-33	3.568234811063572e-24	1.1743839318387267e-30	4.977676287127575e-34	7.9204769335174075e-28	5.122981837272311e-28	5.590015876555705e-29	1.1079755531588337e-24	2.2370208316782606e-23	2.131538011746707e-22	1.6855053829622438e-20	1.2606895734320317e-30	1.9371898244736178e-25	9.578183244480725e-36	3.759014055221949e-32	0.0
3.147390344821592e-27	1.3977962495196748e-36	3.083632626605647e-26	0.0	6.232452537467574e-36	7.459932791849287e-26	2.2861029181119538e-27	2.9852465435448737e-28	1.0765080691432712e-23	3.456216100299002e-28	4.124529578772125e-34	3.37102524291221e-39	6.516238244790798e-39	3.0953078646245496e-36	4.145220044310039e-36	7.474439128203786e-39
1.2044547782627074e-16	0.0	3.5906893438409796e-28	3.848085814444187e-38	2.3235119516729923e-35	2.8578968366760824e-32	4.5991139363492585e-30	3.7440646870074567e-29	2.154692143922795e-28	8.340892573054281e-37	5.432913910337983e-35	8.375418549345456e-38	3.5795262476324636e-30	2.6114582755663796e-35	8.977750939524277e-27	1.223219352252565e-27
9.684591110645703e-27	1.1991190601269216e-30	2.92501603361439e-29	7.66312329380186e-36	2.8312838623957832e-36	1.5033144521380808e-31	1.9223642292108103e-32	4.799527822373053e-34	1.4905058248811396e-32	0.0	0.0	0.0	0.0	7.685573664654623e-37	1.2671880956083565e-24	9.183712969264959e-27
2.40436316689685e-11	2.1433821646207695e-25	6.107032244329375e-37	3.181413958636086e-30	0.0	2.909602097255266e-37	0.0	3.6053095914165935e-34	2.155101301420486e-37	1.9572054122602088e-35	2.327555179789241e-37	3.406927070087598e-38	0.0	7.612576606237613e-35	0.0	1.103714618673079e-17
2.5189601798485318e-17	1.2201286629939912e-21	5.299973982413127e-22	6.828185115395052e-22	1.2877034095247604e-24	3.1226778043365712e-15	7.86785822387046e-23	6.29074880614916e-24	4.037195738441501e-29	1.6585796587967247e-24	9.252188494185161e-32	5.654642020657699e-27	4.1730676404573415e-27	3.7403266375413333e-28	9.65247955349302e-13	1.2441696284337667e-10
3.399057675324002e-07	2.178682507292251e-06	1.752694629431062e-06	1.4657659288512817e-37	1.6796971046954056e-27	1.3319679110087636e-26	3.6001420080477833e-34	2.125911729552926e-21	4.986368983363249e-31	8.456952519542747e-26	5.7682251245342105e-39	4.3968934352766446e-18	9.875212742175317e-22	7.177522547863191e-06	4.219850325171137e-06	2.3190608436948583e-14
